
"lakeid","sampledate","depth","chlor"
"AL","1985-08-07",2.00,7.7
"AL","1985-08-07",4.00,8.4
"AL","1985-08-07",6.00,44.1
"AL","1985-08-07",7.00,48.7
"AL","1985-08-07",6.00,43.8
"AL","1985-08-19",0.00,18.0
"AL","1985-08-19",2.00,11.9
"AL","1985-08-19",4.00,18.4
"AL","1985-08-19",6.00,16.7
"AL","1985-08-19",7.00,13.2
"AL","1985-08-19",6.00,14.2
"AL","1985-09-12",0.00,11.0
"AL","1985-09-12",2.00,14.2
"AL","1985-09-12",4.00,16.1
"AL","1985-09-12",6.00,4.3
"AL","1985-09-12",7.00,38.2
"AL","1985-09-12",4.00,18.8
"AL","1985-09-30",0.00,10.4
"AL","1985-09-30",2.00,14.9
"AL","1985-09-30",4.00,11.5
"AL","1985-09-30",6.00,12.1
"AL","1985-09-30",7.00,11.7
"AL","1985-09-30",2.00,11.1
"AL","1985-10-22",0.00,6.3
"AL","1985-10-22",2.00,5.1
"AL","1985-10-22",4.00,6.1
"AL","1985-10-22",6.00,4.3
"AL","1985-10-22",7.00,1.7
"AL","1985-10-22",4.00,8.0
"AL","1985-11-11",0.00,5.9
"AL","1985-11-11",2.00,5.4
"AL","1985-11-11",4.00,6.3
"AL","1985-11-11",6.00,5.2
"AL","1985-11-11",7.00,6.1
"AL","1985-11-11",2.00,5.6
"AL","1986-01-16",0.00,1.3
"AL","1986-01-16",2.00,0.3
"AL","1986-01-16",4.00,0.3
"AL","1986-01-16",6.00,0.0
"AL","1986-01-16",7.00,0.0
"AL","1986-01-16",2.00,0.4
"AL","1986-03-03",0.00,0.1
"AL","1986-03-03",2.00,0.1
"AL","1986-03-03",4.00,0.0
"AL","1986-03-03",6.00,0.2
"AL","1986-03-03",7.00,0.6
"AL","1986-03-03",7.00,0.7
"AL","1986-03-31",0.00,0.8
"AL","1986-03-31",2.00,0.2
"AL","1986-03-31",4.00,0.1
"AL","1986-03-31",6.00,0.2
"AL","1986-03-31",7.00,0.8
"AL","1986-03-31",7.00,0.7
"AL","1986-04-24",0.00,9.8
"AL","1986-04-24",2.00,9.7
"AL","1986-04-24",4.00,10.4
"AL","1986-04-24",6.00,9.3
"AL","1986-04-24",7.00,7.3
"AL","1986-04-24",2.00,11.1
"AL","1986-05-08",0.00,3.9
"AL","1986-05-08",2.00,3.4
"AL","1986-05-08",4.00,5.8
"AL","1986-05-08",6.00,5.1
"AL","1986-05-08",7.00,3.6
"AL","1986-05-08",0.00,3.8
"AL","1986-05-20",0.00,1.0
"AL","1986-05-20",2.00,0.9
"AL","1986-05-20",4.00,0.9
"AL","1986-05-20",6.00,0.5
"AL","1986-05-20",7.00,0.2
"AL","1986-05-20",4.00,1.0
"AL","1986-06-02",0.00,2.7
"AL","1986-06-02",2.00,3.4
"AL","1986-06-02",4.00,4.1
"AL","1986-06-02",6.00,2.6
"AL","1986-06-02",7.00,20.5
"AL","1986-06-02",0.00,2.7
"AL","1986-06-18",0.00,2.4
"AL","1986-06-18",2.00,2.3
"AL","1986-06-18",4.00,4.6
"AL","1986-06-18",6.00,2.6
"AL","1986-06-18",7.00,24.0
"AL","1986-06-18",6.00,3.7
"AL","1986-07-02",0.00,4.4
"AL","1986-07-02",2.00,5.1
"AL","1986-07-02",4.00,3.5
"AL","1986-07-02",6.00,2.8
"AL","1986-07-02",7.00,37.9
"AL","1986-07-02",7.00,31.2
"AL","1986-07-16",0.00,3.3
"AL","1986-07-16",2.00,5.5
"AL","1986-07-16",4.00,10.4
"AL","1986-07-16",6.00,1.2
"AL","1986-07-16",7.00,12.5
"AL","1986-07-16",0.00,3.0
"AL","1986-07-28",0.00,4.8
"AL","1986-07-28",2.00,5.5
"AL","1986-07-28",4.00,6.2
"AL","1986-07-28",6.00,22.7
"AL","1986-07-28",7.00,25.8
"AL","1986-07-28",4.00,6.1
"AL","1986-08-13",0.00,7.5
"AL","1986-08-13",2.00,7.7
"AL","1986-08-13",4.00,13.3
"AL","1986-08-13",6.00,15.3
"AL","1986-08-13",7.00,46.9
"AL","1986-08-13",4.00,12.2
"AL","1986-08-26",0.00,12.0
"AL","1986-08-26",2.00,12.5
"AL","1986-08-26",4.00,15.7
"AL","1986-08-26",6.00,6.3
"AL","1986-08-26",7.00,29.2
"AL","1986-08-26",7.00,33.4
"AL","1986-09-10",0.00,13.4
"AL","1986-09-10",2.00,11.9
"AL","1986-09-10",4.00,11.5
"AL","1986-09-10",6.00,10.2
"AL","1986-09-10",7.00,8.2
"AL","1986-09-10",4.00,11.6
"AL","1986-09-22",0.00,15.9
"AL","1986-09-22",2.00,14.8
"AL","1986-09-22",4.00,12.4
"AL","1986-09-22",6.00,6.9
"AL","1986-09-22",7.00,4.2
"AL","1986-09-22",4.00,13.7
"AL","1986-10-09",0.00,13.7
"AL","1986-10-09",2.00,14.6
"AL","1986-10-09",4.00,11.7
"AL","1986-10-09",6.00,11.6
"AL","1986-10-09",7.00,11.7
"AL","1986-10-09",7.00,11.5
"AL","1986-10-22",0.00,18.1
"AL","1986-10-22",2.00,15.0
"AL","1986-10-22",4.00,14.2
"AL","1986-10-22",6.00,7.8
"AL","1986-10-22",7.00,5.0
"AL","1986-10-22",2.00,15.4
"AL","1986-11-03",0.00,12.0
"AL","1986-11-03",2.00,11.8
"AL","1986-11-03",4.00,10.6
"AL","1986-11-03",6.00,10.3
"AL","1986-11-03",7.00,12.6
"AL","1986-11-03",6.00,12.4
"AL","1987-01-20",0.00,0.6
"AL","1987-01-20",2.00,0.6
"AL","1987-01-20",4.00,0.8
"AL","1987-01-20",6.00,0.3
"AL","1987-01-20",7.00,0.4
"AL","1987-01-20",0.00,1.0
"AL","1987-02-24",0.00,0.2
"AL","1987-02-24",2.00,0.5
"AL","1987-02-24",4.00,0.2
"AL","1987-02-24",6.00,0.2
"AL","1987-02-24",7.00,0.1
"AL","1987-02-24",6.00,0.1
"AL","1987-03-19",0.00,0.2
"AL","1987-03-19",2.00,0.4
"AL","1987-03-19",4.00,0.6
"AL","1987-03-19",6.00,0.3
"AL","1987-03-19",7.00,0.3
"AL","1987-03-19",4.00,0.5
"AL","1987-04-15",0.00,5.5
"AL","1987-04-15",2.00,6.1
"AL","1987-04-15",4.00,4.8
"AL","1987-04-15",6.00,4.7
"AL","1987-04-15",7.00,4.2
"AL","1987-04-15",7.00,4.2
"AL","1987-05-04",0.00,2.5
"AL","1987-05-04",2.00,4.6
"AL","1987-05-04",4.00,15.6
"AL","1987-05-04",6.00,3.8
"AL","1987-05-04",7.00,1.7
"AL","1987-05-04",4.00,13.5
"AL","1987-05-18",0.00,2.3
"AL","1987-05-18",2.00,2.0
"AL","1987-05-18",4.00,2.0
"AL","1987-05-18",6.00,2.0
"AL","1987-05-18",7.00,1.3
"AL","1987-05-18",4.00,2.4
"AL","1987-06-01",0.00,2.6
"AL","1987-06-01",2.00,3.8
"AL","1987-06-01",4.00,9.0
"AL","1987-06-01",6.00,5.5
"AL","1987-06-01",7.00,3.3
"AL","1987-06-01",0.00,2.8
"AL","1987-06-11",0.00,3.0
"AL","1987-06-11",2.00,2.1
"AL","1987-06-11",4.00,1.9
"AL","1987-06-11",5.00,21.8
"AL","1987-06-11",6.00,13.5
"AL","1987-06-11",7.00,18.7
"AL","1987-06-11",4.00,2.3
"AL","1987-06-29",0.00,2.7
"AL","1987-06-29",2.00,2.4
"AL","1987-06-29",4.00,2.7
"AL","1987-06-29",6.00,152.8
"AL","1987-06-29",7.00,23.1
"AL","1987-06-29",7.00,20.0
"AL","1987-07-13",0.00,7.6
"AL","1987-07-13",2.00,6.8
"AL","1987-07-13",4.00,6.5
"AL","1987-07-13",6.00,3.5
"AL","1987-07-13",7.00,30.2
"AL","1987-07-13",4.00,7.0
"AL","1987-07-27",0.00,4.3
"AL","1987-07-27",2.00,4.5
"AL","1987-07-27",4.00,8.2
"AL","1987-07-27",6.00,26.0
"AL","1987-07-27",7.00,42.5
"AL","1987-07-27",4.00,8.8
"AL","1987-08-13",0.00,7.1
"AL","1987-08-13",2.00,8.8
"AL","1987-08-13",4.00,8.3
"AL","1987-08-13",6.00,14.5
"AL","1987-08-13",7.00,48.0
"AL","1987-08-13",0.00,11.0
"AL","1987-08-26",0.00,12.3
"AL","1987-08-26",2.00,10.8
"AL","1987-08-26",4.00,9.7
"AL","1987-08-26",6.00,2.8
"AL","1987-08-26",7.00,24.1
"AL","1987-08-26",7.00,24.7
"AL","1987-09-10",0.00,14.1
"AL","1987-09-10",2.00,14.8
"AL","1987-09-10",4.00,7.5
"AL","1987-09-10",6.00,2.3
"AL","1987-09-10",7.00,2.0
"AL","1987-09-10",7.00,2.3
"AL","1987-09-21",0.00,12.8
"AL","1987-09-21",2.00,13.4
"AL","1987-09-21",4.00,14.2
"AL","1987-09-21",6.00,13.7
"AL","1987-09-21",7.00,12.7
"AL","1987-09-21",0.00,12.0
"AL","1987-10-05",0.00,14.0
"AL","1987-10-05",2.00,13.8
"AL","1987-10-05",4.00,13.6
"AL","1987-10-05",6.00,12.3
"AL","1987-10-05",7.00,14.2
"AL","1987-10-05",0.00,14.5
"AL","1987-10-21",0.00,9.7
"AL","1987-10-21",2.00,8.7
"AL","1987-10-21",4.00,8.2
"AL","1987-10-21",6.00,8.1
"AL","1987-10-21",7.00,9.0
"AL","1987-10-21",0.00,9.3
"AL","1987-11-05",0.00,6.2
"AL","1987-11-05",2.00,6.8
"AL","1987-11-05",4.00,5.2
"AL","1987-11-05",6.00,5.0
"AL","1987-11-05",7.00,5.7
"AL","1987-11-05",4.00,6.2
"AL","1987-11-18",0.00,6.2
"AL","1987-11-18",2.00,7.1
"AL","1987-11-18",4.00,6.9
"AL","1987-11-18",6.00,6.8
"AL","1987-11-18",7.00,6.0
"AL","1987-11-18",6.00,7.2
"AL","1988-01-11",0.00,1.6
"AL","1988-01-11",2.00,0.8
"AL","1988-01-11",4.00,0.5
"AL","1988-01-11",6.00,0.3
"AL","1988-01-11",7.00,0.4
"AL","1988-01-11",4.00,0.7
"AL","1988-03-02",0.00,0.5
"AL","1988-03-02",2.00,0.5
"AL","1988-03-02",4.00,0.1
"AL","1988-03-02",6.00,0.1
"AL","1988-03-02",7.00,0.4
"AL","1988-03-02",4.00,0.0
"AL","1988-03-21",0.00,0.8
"AL","1988-03-21",2.00,0.3
"AL","1988-03-21",4.00,0.2
"AL","1988-03-21",6.00,1.1
"AL","1988-03-21",7.00,1.5
"AL","1988-03-21",0.00,0.9
"AL","1988-04-26",0.00,9.4
"AL","1988-04-26",2.00,8.9
"AL","1988-04-26",4.00,8.8
"AL","1988-04-26",6.00,7.2
"AL","1988-04-26",7.00,7.8
"AL","1988-04-26",4.00,9.3
"AL","1988-05-09",0.00,1.7
"AL","1988-05-09",2.00,2.9
"AL","1988-05-09",4.00,9.6
"AL","1988-05-09",6.00,7.1
"AL","1988-05-09",7.00,5.3
"AL","1988-05-09",4.00,9.8
"AL","1988-05-25",0.00,1.7
"AL","1988-05-25",2.00,1.9
"AL","1988-05-25",4.00,4.2
"AL","1988-05-25",6.00,4.6
"AL","1988-05-25",7.00,6.2
"AL","1988-05-25",0.00,1.5
"AL","1988-06-07",0.00,1.1
"AL","1988-06-07",2.00,1.3
"AL","1988-06-07",4.00,2.3
"AL","1988-06-07",6.00,2.5
"AL","1988-06-07",7.00,2.7
"AL","1988-06-07",2.00,1.3
"AL","1988-06-20",0.00,2.2
"AL","1988-06-20",2.00,2.5
"AL","1988-06-20",4.00,2.4
"AL","1988-06-20",6.00,8.4
"AL","1988-06-20",7.00,7.1
"AL","1988-06-20",7.00,7.5
"AL","1988-07-04",0.00,2.6
"AL","1988-07-04",2.00,2.5
"AL","1988-07-04",4.00,4.9
"AL","1988-07-04",6.00,9.8
"AL","1988-07-04",7.00,20.2
"AL","1988-07-04",4.00,5.2
"AL","1988-07-19",0.00,2.2
"AL","1988-07-19",2.00,3.5
"AL","1988-07-19",4.00,4.8
"AL","1988-07-19",6.00,16.9
"AL","1988-07-19",7.00,28.0
"AL","1988-07-19",6.00,16.7
"AL","1988-08-03",0.00,4.8
"AL","1988-08-03",2.00,4.9
"AL","1988-08-03",4.00,5.0
"AL","1988-08-03",6.00,8.2
"AL","1988-08-03",7.00,52.9
"AL","1988-08-03",4.00,5.1
"AL","1988-08-18",0.00,7.8
"AL","1988-08-18",2.00,7.3
"AL","1988-08-18",4.00,6.4
"AL","1988-08-18",6.00,5.6
"AL","1988-08-18",7.00,26.5
"AL","1988-08-18",4.00,7.9
"AL","1988-08-30",0.00,12.3
"AL","1988-08-30",2.00,15.5
"AL","1988-08-30",4.00,7.3
"AL","1988-08-30",6.00,9.1
"AL","1988-08-30",7.00,4.4
"AL","1988-08-30",4.00,12.1
"AL","1988-09-13",0.00,14.2
"AL","1988-09-13",2.00,12.9
"AL","1988-09-13",4.00,6.4
"AL","1988-09-13",6.00,15.3
